Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gabon,GAB,4.74906652083221,2.46456756151187
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Gambia, The",GMB,6.52096823946573,7.11567625631192
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Georgia,GEO,2.6152447139767,4.85289821696723
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Germany,DEU,1.73216879766941,1.44565976888253
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ghana,GHA,7.80876516610703,7.14364003330857
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Gibraltar,GIB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greece,GRC,0.62562141345364,0.253007522038059
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Greenland,GRL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Grenada,GRD,0.804102313277033,0.598149764736022
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guam,GUM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guatemala,GTM,3.75186186704508,3.69998398008605
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea,GIN,9.82761701259191,9.47001039253012
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guinea-Bissau,GNB,0.381324702790992,0.24660026814783
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Guyana,GUY,1.28284288443528,2.08723089162013
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Haiti,HTI,12.4814111170435,18.7037825672506
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Honduras,HND,4.34734937777528,4.36587159819267
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Hong Kong SAR, China",HKG,2.40613432046534,2.88320853773996
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Hungary,HUN,2.85024792594646,3.33858635382008
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iceland,ISL,2.68291768267392,3.01397179156053
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,India,IND,3.9388264669163,3.72950573539129
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Indonesia,IDN,3.19834755924996,3.03058460941661
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Iran, Islamic Rep.",IRN,18.0141183371874,39.9073455697784
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Iraq,IRQ,0.367441488936849,-0.198965380023928
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ireland,IRL,0.471130713712916,0.937842961189274
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Isle of Man,IMN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Israel,ISR,0.805060379528526,0.817645940292794
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Italy,ITA,1.13748763600391,0.611246943765304
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jamaica,JAM,3.73663882152163,3.90510000865872
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Japan,JPN,0.989094598021848,0.46877615938395
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jordan,JOR,4.46231108475481,0.761514047265601
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kazakhstan,KAZ,6.16366247577762,5.33356098916669
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kenya,KEN,4.6898064677633,5.23963795764792
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kiribati,KIR,0.564030491493476,-1.81307995302947
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Dem. People's Rep.",PRK,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Rep.",KOR,1.47583935002645,0.383000303608136
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kosovo,XKX,1.05379773654991,2.67599202639893
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kuwait,KWT,0.543133148199567,1.09184802655856
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kyrgyz Republic,KGZ,1.54266145238436,1.13362257718804
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lao PDR,LAO,2.04039266890201,3.32255881256925
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latvia,LVA,2.53445424186598,2.81140920075624
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lebanon,LBN,6.07698907889607,3.00538949390383
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lesotho,LSO,4.7518030162474,5.18708359197982
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liberia,LBR,23.5635148953742,26.9662760197878
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Libya,LBY,13.1702038536721,-2.16217883470595
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liechtenstein,LIE,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lithuania,LTU,2.69792779208394,2.33450937988027
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Luxembourg,LUX,1.5281952430738,1.74332075653848
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Macao SAR, China",MAC,3.00446293166953,2.75193081051975
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Madagascar,MDG,8.59422958870476,5.61051441492365
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malawi,MWI,12.420178108921,9.3708360560567
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malaysia,MYS,0.884709160571235,0.662891865764326
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Maldives,MDV,-0.133373386117595,0.220029731065383
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mali,MLI,0.299546507387843,-1.65826694846365
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malta,MLT,1.15782362451517,1.6420600176894
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Marshall Islands,MHL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritania,MRT,3.06735996058356,2.30009262117937
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritius,MUS,3.2160538314457,0.405655190309553
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mexico,MEX,4.89935015356551,3.63596142127046
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Micronesia, Fed. Sts.",FSM,1.49840023593737,1.92385170787923
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Moldova,MDA,3.04505397337071,4.83778351428728
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Monaco,MCO,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mongolia,MNG,6.82424790145522,7.30106953550729
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Montenegro,MNE,2.611223782638,0.361563704540767
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Morocco,MAR,1.80391671141896,0.303386036590383
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mozambique,MOZ,3.91133439990729,2.80270307928111
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Myanmar,MMR,6.87232865662935,8.82506696804558
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Namibia,NAM,4.29159105337875,3.72239414422695
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nauru,NRU,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nepal,NPL,4.40659410175714,5.56616035243723
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Netherlands,NLD,1.70349794744479,2.63369910249591
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Caledonia,NCL,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Zealand,NZL,1.59829703801696,1.61963190184048
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nicaragua,NIC,4.94723728039886,5.37628990844126
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Niger,NER,2.96760366004456,-2.48979265070855
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nigeria,NGA,12.0951065173432,11.3964223378116
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,North Macedonia,MKD,1.45831298507126,0.766439573459805
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Northern Mariana Islands,MNP,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Norway,NOR,2.76483134528797,2.16773003305411
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Oman,OMN,0.889312370970404,0.490815362820671
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pakistan,PAK,5.07805725868917,10.5780305672025
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Palau,PLW,2.10970464135017,0.26737967914444
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Panama,PAN,0.761578359399944,-0.355083821021245
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Papua New Guinea,PNG,4.37448921453162,3.92867290939597
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Paraguay,PRY,3.97561015740694,2.75709727562775
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Peru,PER,1.50915423024742,2.25212191358027
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Philippines,PHL,5.30934661627707,2.39206534422404
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Poland,POL,1.81295156542689,2.22747880938291
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Portugal,PRT,0.993715683468326,0.338178410046034
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Puerto Rico (US),PRI,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Qatar,QAT,0.255815382724408,-0.666641124861147
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Romania,ROU,4.62548443137779,3.82785432599438
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Russian Federation,RUS,2.87831382614981,4.47202631837903
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Rwanda,RWA,-0.311210160390699,3.34787655037648
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Samoa,WSM,4.19745888663752,0.982326569888117
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,San Marino,SMR,1.16333522293158,0.472651967352852
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sao Tome and Principe,STP,7.86859628873909,7.72024525213248
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Saudi Arabia,SAU,2.46594308994843,-1.19298644533328
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Senegal,SEN,0.460985642464188,1.76011151192939
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Serbia,SRB,1.95984076293801,1.84922984511086
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Seychelles,SYC,3.70291839111568,1.80709400809982
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sierra Leone,SLE,16.0295447693699,14.8049990906021
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Singapore,SGP,0.438784215129623,0.567829988405447
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sint Maarten (Dutch part),SXM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovak Republic,SVK,2.51403712883812,2.66456133425431
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovenia,SVN,1.7386086198818,1.63052260754344
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Solomon Islands,SLB,3.46147484973729,1.63485544012247
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Somalia, Fed. Rep.",SOM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Africa,ZAF,4.50987264867388,4.10285075461156
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Sudan,SSD,83.5015294922,87.2413641500032
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Spain,ESP,1.6749813686379,0.699518994458738
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sri Lanka,LKA,2.135037737132,3.52839358231811
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Kitts and Nevis,KNA,-1.03712214131572,-0.329562063663977
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Lucia,LCA,1.93561893150602,0.539087559191757
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Martin (French part),MAF,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Vincent and the Grenadines,VCT,2.32414485367921,0.91306972532459
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sudan,SDN,63.2925073455888,50.9940515002965
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Suriname,SUR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sweden,SWE,1.95353530127028,1.78415097403835
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Switzerland,CHE,0.936335464113572,0.362886179940674
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Syrian Arab Republic,SYR,0.940983843906769,13.4175653228571
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tajikistan,TJK,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tanzania,TZA,3.49445848856181,3.46428057999021
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Thailand,THA,1.06389754183024,0.706728601314311
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Timor-Leste,TLS,2.63647201015892,0.958812739703141
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Togo,TGO,0.927755426457183,0.674652770077525
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tonga,TON,5.03209691984874,1.17954334821808
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Trinidad and Tobago,TTO,1.01856930188822,1.00054293027237
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tunisia,TUN,7.30759176031652,6.72007532863799
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkiye,TUR,16.3324638988929,15.1768215720022
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkmenistan,TKM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turks and Caicos Islands,TCA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tuvalu,TUV,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uganda,UGA,2.61601190952274,2.867588034469
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ukraine,UKR,10.9518559353178,7.88671745611133
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Arab Emirates,ARE,3.06863379251996,-1.93108114782172
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Kingdom,GBR,2.29283990345938,1.73810460086513
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United States,USA,2.44258329692817,1.81221007526021
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uruguay,URY,7.60653360377047,7.88198870879619
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uzbekistan,UZB,17.5241796514055,14.5257359560687
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Vanuatu,VUT,2.33096379566866,2.76252019386111
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Venezuela, RB",VEN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Viet Nam,VNM,3.53962805942641,2.7958236745225
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Virgin Islands (U.S.),VIR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,West Bank and Gaza,PSE,-0.195107773730735,1.58018333639455
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Yemen, Rep.",YEM,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zambia,ZMB,7.4945719272852,9.15031644316296
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zimbabwe,ZWE,10.6188658669575,255.304990757856
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Africa Eastern and Southern,AFE,4.6898064677633,4.10285075461156
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Africa Western and Central,AFW,1.78404994832044,1.98309228487232
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Arab World,ARB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Caribbean small states,CSS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Central Europe and the Baltics,CEB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Early-demographic dividend,EAR,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,East Asia & Pacific,EAS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,East Asia & Pacific (excluding high income),EAP,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,East Asia & Pacific (IDA & IBRD countries),TEA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Euro area,EMU,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Europe & Central Asia,ECS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Europe & Central Asia (excluding high income),ECA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Europe & Central Asia (IDA & IBRD countries),TEC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,European Union,EUU,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Fragile and conflict affected situations,FCS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Heavily indebted poor countries (HIPC),HPC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,High income,HIC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IBRD only,IBD,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA & IBRD total,IBT,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA blend,IDB,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA only,IDX,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,IDA total,IDA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Late-demographic dividend,LTE,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latin America & Caribbean,LCN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latin America & Caribbean (excluding high income),LAC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..
